Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
India,IND,"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,,,,,,,,,,,,,,,3.046188836,4.315097164,3.501732994,5.970765081,2.274757144,5.262937283,6.147030926,4.781927846,7.499952262,4.371446526,6.951553062,7.820152714,8.730519316,7.659492548,7.607316129,7.334409469,7.616611499,5.414485824,5.172124332,7.026316463,5.403427194,5.101350677,4.762061892,4.859981727,5.188746547,5.295128238,5.361220952,5.980668231,5.061795003,2.876602791,5.120401889,4.27044814,2.407659996,2.264189664,4.623883821,6.208871479,4.415760453,5.666338989,4.883541433,4.677696079,3.851188348,3.719781887,3.187126747,3.425538613,3.037318308,,
India,IND,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,7.843132628,8.516176155,8.980480807,9.107454011,8.536791909,9.270091622,9.515407718,9.116728704,9.820643428,10.40012864,11.2365497,12.49343793,12.92235768,13.09386383,12.91379979,14.93373333,17.8877017,18.04178519,19.6954207,20.95673624,20.54345895,21.22546245,22.68789892,22.89266876,24.28257464,24.56366516,25.8010011,25.38235951,25.27511744,26.58981401,24.91645657,23.82174445,24.69824025,23.83205539,23.6473414,22.5107747,23.40244204,23.55532535,23.67774686,25.42286221,28.33955116,28.61941543,32.30648907,31.62626562,36.19180385,40.06798048,43.62775243,45.62776475,49.55936669,48.12444791,50.55537498,51.28923313,51.88850765,52.38570952,51.88218736,51.86752408,49.10122542,48.7940214,50.37204197,50.12555378,54.80458479
India,IND,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,,5.344295992,5.277570326,6.745400863,4.025467242,6.251173268,7.211782631,5.678185416,6.70935412,8.248601932,7.855343447,10.00479703,7.489776579,12.32123701,8.95447538,13.65253802,17.8857856,9.110796801,11.16303033,9.967890661,9.871337862,12.74594328,12.04879991,11.00696669,11.90847239,8.993656574,10.89128278,7.319491325,10.80659589,12.40550499,5.86373136,5.849613578,10.51682327,6.179588698,8.705014069,6.003982214,10.48336234,6.028536162,7.586758699,9.903696466,9.943915337,4.803978438,10.67227947,4.99063691,15.30454265,14.66991003,16.8381119,13.08609704,14.05424469,7.758628703,15.80847676,10.4740711,9.85851637,9.478760302,6.648250611,6.944481828,3.856846562,6.810137789,9.27157752,4.907884311,4.00923864
India,IND,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.285557843,2.730802351,3.367223951,4.273244397,5.292053978,7.240432633,8.818322493,10.95002797,12.81626146,17.72615365,19.64087895,21.16814811,21.99704602,21.65311575,20.95300466,21.49654932
India,IND,Aquaculture production (metric tons),ER.FSH.AQUA.MT,44843,49359,54368,59927,66096,72947,80561,89022,98471,109321,121671,136697,153958,173080,192321,213817,238123,264948,294854,328082,365180,406622,452939,504733,572000,633250,686260,788310,893330,1004500,1017136,1225261,1395444,1416702,1519528,1658807,1758739,1864322,1908485,2134814,1942531,2120634,2189445,2316947,2804362,2973126,3182817,3114762,3855763,3798842,3790021,3677584,4213980,4555209,4893002,5263002,5702002,6184869,7071302,,
India,IND,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,,,,,,,,,,,,3.966631678,3.98958776,4.440780726,3.859769889,3.306774743,3.438469493,3.582001184,3.809772896,5.132324003,4.434775971,5.542829377,5.624776343,6.06337599,7.401535381,5.832734627,4.168697008,3.999095739,4.99207607,4.365846368,5.41467921,5.884820414,5.653947523,5.29847144,5.784557244,5.754013113,5.849627309,6.052729298,4.501486221,4.880754946,4.492161179,4.530390402,4.621830775,4.985008282,4.914078987,4.579558717,4.209538376,3.49072566,4.278058968,5.43993338,4.320499793,2.82344788,3.431503942,2.965786036,3.018314873,,,,,,
India,IND,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,84290.24,86999.95,89779.41,90769.24,92701.16,95722.42,100665.99,105445.57,108230.92,113167.67,114802.92,120368.97,124244.59,132439.75,139792.95,142780.11,151711.21,147987.49,161676.78,165019.2,139570,143630,147810,151290,156910,161440,167400,173750,178870,182970,180770,185000,179100,186410,192800,202260,211620,220490,224730,229100,237170,244530,241950,241810,243620,246030,245150,248300,253790,,
India,IND,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,80.61612383,80.48705042,79.6186484,79.27128204,77.77615501,77.61428161,75.33784505,76.48711944,73.11644841,71.55024899,70.03532772,68.22286742,68.23155131,67.94978669,69.44281988,70.76305688,70.83617154,70.36584404,68.25818318,67.29740746,69.51525697,68.65652259,67.42739677,67.92396188,65.9782126,65.66713936,66.03890015,66.09188499,66.50332249,64.88470332,72.07915908,71.58662166,72.20777171,73.42992291,73.27656908,70.41025948,71.84906556,71.06118189,69.03476918,68.58189218,67.40287437,67.50127857,67.05151813,68.15149947,68.1669595,70.14530666,70.47132938,69.74984754,70.75717399,69.39112449,65.66539581,68.76645462,71.44345143,67.42655442,69.62558523,69.20933398,69.46453016,,,,
India,IND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,35.11979343,35.22633466,35.31958299,36.46745679,36.9354604,37.85033548,38.22397866,37.21770194,38.70258161,39.38335072,41.41914116,43.0251332,43.85183637,45.17457373,47.22557302,48.25300177,49.68344915,51.24904856,52.81420226,53.76395973,55.0634924,56.07028245,56.95683361,58.01455003,59.98794193,60.8251558,61.77329025,62.01581767,63.46040016,63.72739451,63.64796634,64.32920579,64.51923944,65.58374371,65.98980361,66.80567371,67.88343297,69.00512159,71.14349792,71.40469516,71.4717185,72.41907946,72.28545864,73.57697909,,,,,,
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9,49.81130981,51.40877533,53.00352097,54.59486389,56.18213272,60.1,59.34104538,55.8,62.3,64.02313232,64.4,67.09343719,67.9,70.13076019,71.6510849,75,76.3,67.6,79.9,80.73804474,83.58521271,88,89.53488159,92.45683289,95.19329834,97.81528473,
India,IND,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.619429076,1.341456621,1.443834901,2.041327779,2.48750054,2.572911101,2.452163826,2.655877138,1.739202094,1.666886623,1.485365865,1.765198932,1.056467887,1.309262142,2.021016393,2.576123368,2.736084803,1.515629539,1.694607248,1.995899306,3.127478487,2.757214617,2.233900253,2.442539737,2.17249264,2.023318356,2.481298446,2.068460432,2.325638523,2.064817477,1.597429823,3.066983292,2.667019878,1.581069578,2.45591749,1.797685811,1.938332029,1.644769661,1.578200937,1.436104523,1.309343233,1.608939381,1.589849663,0.648569512,0.688999495,1.634666904,1.187126753,1.123393612,1.675381541,2.017374738,2.293918252,2.615573476,1.328706136,1.917753993,2.309214491,2.42288616,2.022653944,2.389030678,1.820148638,1.910528509,
India,IND,"Net official flows from UN agencies, UNIDIR (current US$)",DT.NFL.UNID.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD,,,,,,,,,,,,,,,,,,,,,,,9500000,18708000,234300000,305970000,271179000,107638000,675250000,687833000,137061000,1387223000,-204095000,-337777000,-397022000,-227222000,-971458000,648000000,3974767000,-353039000,5519815000,-86000000,-142444000,-3201376000,1507824000,-6742525000,855000000,2076000000,2039590000,1177257000,10901609000,1832397000,7478361000,-2107957000,28965597000,8701873000,-6268032000,28704365000,-8164356000,7549953000,-10083043000
India,IND,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.830050728
India,IND,"Net ODA provided, total (constant 2015 US$)",DC.ODA.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999776,19999.99955,19999.99955,79999.99821,59999.99866,170000.0018,70000.0003,50000.00075,170000.0018,109999.9994,109999.9994,189999.9976,140000.0006,449999.9881,430000.0072,1230000.019,810000.0024,889999.9857,680000.0072,3859999.895,2500000,750000,1070000.052,1129999.995,430000.0072,300000.0119,500000,230000.0042,600000.0238,720000.0286,689999.9976,3170000.076,
India,IND,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,26600000.38,21309999.47,9800000.191,25129999.16,40709999.08,27149999.62,101980003.4,93419998.17,67489997.86,69769996.64,105819999.7,104819999.7,70410003.66,54779998.78,112559997.6,109300003.1,66919998.17,36759998.32,46330001.83,17420000.08,35790000.92,51849998.47,33709999.08,40610000.61,64860000.61,42310001.37,46479999.54,38500000,49189998.63,24309999.47,22559999.47,25059999.47,12489999.77,38419998.17,34639999.39,20110000.61,29420000.08,16829999.92,14159999.85,4760000.229,6789999.962,13399999.62,16030000.69,-281450012.2,33560001.37,34009998.32,25459999.08,21430000.31,13279999.73,11539999.96,7909999.847,10779999.73,8899999.619,10800000.19,7320000.172,9659999.847,5869999.886,5469999.79,4389999.866,8000000,
India,IND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.072826324,0.070763624,0.024893933,0.044331264,0.057241382,-0.010486395,-0.007502573,-0.029682109,0.0131755,0.03174683,0.042484827,0.047506181,0.03591159,0.002584047,0.009068703,0.045627777,0.047283784,0.076091199,0.030766482,0.085156734,0.073740021,0.02722554,0.095941829,0.197056163,0.297385909,0.594986258,0.617479056,0.860208566,0.625285966,0.472644846,0.765212649,1.056378305,1.011571805,0.605889255,0.765601405,0.88610072,2.130168425,2.073395746,3.620521897,2.651593127,1.635034274,2.002065552,1.312934337,1.516275965,1.695658786,2.092115758,1.937363198,1.507316581,1.559263523,1.763127508,2.419414715
India,IND,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293000000,49662310.11,67915809.28,-597232816.4,961829664.6,-74333637.35,37069432.58,136835869.9,37311530.98,-123100671.2,-1155591043,-1056330062
India,IND,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,,,,,,,,,,,,,,,,2.29266429,3.330126848,3.99774419,4.554595753,5.005444566,3.79294214,4.453470792,5.463875965,6.106861633,8.346905288,9.075676514,7.65406873,7.593721008,7.464592461,7.082269767,6.456249053,7.29423377,6.980372609,7.302117392,9.373533529,9.701948964,8.172331469,10.78227646,11.78152119,11.63625067,14.02104311,14.95555196,14.20328944,14.40938851,13.58820123,13.11662087,11.69795843,11.71208402,17.28852265,17.55520362,13.29265321,17.61773419,15.44256701,14.75396835,17.99215777,17.95378334,17.07262862,16.86301627,17.16749877,17.55461914,10.83634994
India,IND,Cereal production (metric tons),AG.PRD.CREL.MT,,87376496,87257552,90373008,93706000,79699504,80137608,95453504,102443708,106291244,113909504,113238296,108615456,119648216,106793000,127807800,121625108,138062904,142964696,126470304,140490600,147583816,136101404,166781704,164477600,165682196,164955216,156114500,183867008,199413216,193919312,193101196,201468404,208626900,211941400,210012500,218750900,223232400,226877000,236205608,234931192,242963796,206636708,236592700,229845504,239997492,242785588,260485904,266835300,250783392,267838308,287860000,293290000,294909510,296010000,284333000,297850000,313640000,318320000,,
India,IND,Arable land (% of land area),AG.LND.ARBL.ZS,,52.40364726,52.7043344,52.9633155,53.05143634,53.21422445,53.34001527,53.74025878,53.83746077,53.80618124,54.00260326,53.73218664,53.87681245,54.16539138,54.31909834,54.43244461,54.50610287,54.50677555,54.90365567,54.97260518,54.77416512,54.79367279,54.90601004,54.73313175,55.03112818,55.00489373,54.96083331,54.89222014,54.77887387,54.98336803,54.97765027,54.88448434,54.72438694,54.68402625,54.66350956,54.45699737,54.15900094,54.35273225,54.28815515,54.14218398,54.12704873,53.92356358,53.95955186,53.74664922,53.70696121,53.62724885,53.36423168,53.14897467,53.13989352,53.11601344,52.80826318,52.79817301,52.65253818,52.61755892,52.62462204,52.6088141,52.6088141,52.6088141,52.6088141,,
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000111308,0.000218176,0.001069562,0.026228879,0.046333977,0.070767849,0.139027329,0.273224277,0.52753245,0.660146377,1.537875582,1.686489971,1.976136492,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,11.1,12.3,13.5,14.9,16.5,18.2,20.08130004,41,
India,IND,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,97500,64700,96600,94300,69000,90600,94700,99000,105300,100100,100000,104600,106500,113500,120400,139900,151000,159500,157600,156300,125800,117500,120300,105300,130100,168400,151300,182500,196100,180500,198426,206690,231413,263870,302790,330484,453921,569033,592292,601977,623196.7786,695626,678125.9378,689094,724541.12,787998,917625,1029426,1200111.363,1209803,583142
India,IND,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,,,,,,,
India,IND,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,14397,14691,15870,16306,15914,17810,18227,19582,18846,20681,21994,22982,27485,37097,42723,43234,43302,51704,65730,84275,90236,94120,92251,78996,85669,103421,123514,130172,141943,189926,198547,190851,202818,223756,274825,296322,266170,324014,348912,
India,IND,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96700000,379400000,890500000,656700000,,,,1248500000,,,,,,,,,,,,,,,,,,,
India,IND,"Time required to start a business, female (days)",IC.REG.DURS.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.65,35,30,28.47,29.765,16.47,17.47,
India,IND,Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,
India,IND,"Time to export, border compliance (hours)",IC.EXP.TMBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2553,109.2553,106.1171,106.1171,66.19,52.12,
India,IND,"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437,0.483405113,,0.492241055
India,IND,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,11.30986728,11.16397818,12.24510708,12.26207906,13.16742794,12.42113565,13.09703661,14.05749173,15.21221823,16.36992348,17.03424348,17.32945519,17.7093359,18.75701066,20.03001426,20.97507108,22.36172455,24.56587652,25.25072567,25.99683425,27.62580052,27.44084218,28.13900204,27.13876599,28.6779507,29.51488569,29.64808273,29.27103043,28.69085166,27.61621024,25.64459367,23.38234707,22.57835904,22.20204942,19.73388353,19.37223869,18.28066472,18.1969065,19.45783207,19.4875636,21.23559695,20.71488956,20.3860448,19.83340191,19.39650979,,
India,IND,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,,,,,,,,,,,,,,,19.12534647,17.37321196,16.90391459,17.83517835,20.96174029,23.35449382,24.80036161,26.62855707,28.20298108,26.36978093,29.65061781,32.93916562,34.26514444,36.19105777,35.42322569,34.85417716,35.79393476,32.62864099,31.17622627,29.30398031,28.38862765,31.59740015,33.11303024,28.62314937,27.97501895,28.00957194,25.02241058,21.40019994,20.65696873,19.05200003,18.82947816,17.71941707,18.1763081,17.33111691,16.20672793,13.32896736,17.10815664,16.78730894,17.31832481,15.15240276,15.09989753,14.44141334,13.01200648,6.944179672,4.948279673,,
India,IND,Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,,,,,,,,,,,,,,,7190000000,6190000000,5440000000,4370000000,5090000000,5270000000,6230000000,8450000000,9990000000,11780000000,16000000000,16820000000,24760000000,18620000000,22850000000,23220000000,24760000000,-4080000000,9840000000,30500000000,-21170000000,23320000000,36480000000,33810000000,-10400000000,46920000000,30250000000,-18950000000,69240000000,-60630000000,91130000000,1.7282E+11,1.918E+11,-1.3892E+11,3.0621E+11,83570000000,1.4814E+11,2.154E+11,2.254E+11,55050000000,,,,,,,
India,IND,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.97145081,,,43.61067581,,,77.08294678,,,
India,IND,Broad money (current LCU),FM.LBL.BMNY.CN,38920000000,40170000000,44030000000,48690000000,53270000000,59070000000,65690000000,71840000000,78680000000,89315000000,1.00062E+11,1.17133E+11,1.35165E+11,1.61517E+11,1.81263E+11,2.06734E+11,2.57354E+11,3.06673E+11,3.71543E+11,4.37347E+11,5.06875E+11,5.95329E+11,6.97749E+11,8.15579E+11,9.62256E+11,1.12472E+12,1.32635E+12,1.54278E+12,1.82496E+12,2.11203E+12,2.43025E+12,2.87539E+12,3.36026E+12,3.93176E+12,4.72903E+12,5.24975E+12,6.23335E+12,7.33396E+12,8.66676E+12,1.0153E+13,1.16934E+13,1.3368E+13,1.56086E+13,1.7643E+13,2.05951E+13,2.38079E+13,2.89583E+13,3.54077E+13,4.26646E+13,5.03425E+13,5.93045E+13,6.88749E+13,7.64826E+13,8.78261E+13,9.71246E+13,1.07437E+14,1.14744E+14,1.26713E+14,1.40042E+14,1.54761E+14,1.74074E+14
India,IND,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.702257602,6.969712806,6.923103346,7.087947358,7.212821163,7.155576706,7.39,7.528543782,8.108119317,8.103839108
India,IND,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1116557,911641,919532,985873,1255504,1258353,1286639,1311378,1427129,1495679,1636829,1716303,1485142,1787620,2064670,2053375,1938973,2049755,2014855,2015210,2080157,2041720,1916381,2003865.5,2302519,2206097.5,2321273,2206075,2307632,2713689,2862586,2907233,2929102,3150212,3347607,3357740,3542954,3620948,3473492,3552149,3726427,3817092,3783853,3757899,3426509,3725362,3877337,3890293,4128727,4094756,4715816,4336132,4895141,4665440,4999493,4862038,5196945,5553948,5342888,,
India,IND,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,,,,,,,,,,,,24.26385283,23.47003825,22.82614476,22.662012,22.01906692,20.33350569,20.5531591,21.61632013,21.0473475,20.9029845,19.26974872,15.47545463,15.06093845,13.81564308,13.99909529,13.1273755,12.87668136,12.66329721,12.89429112,12.18491356,11.74517172,11.55298897,11.05872888,10.79804337,11.06573593,11.31576105,10.98377659,11.17814499,10.8943963,10.67562104,10.48253463,10.44401214,10.43025182,10.50405049,10.6189444,10.39696885,11.20669207,12.03296989,11.71459351,11.99427948,12.37513741,12.23893766,12.04182546,11.47860789,,,,,,
India,IND,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.667756063,6.642027301,8.676420054,13.56992974,17.59283631,19.78917623,24.41033684,26.2913733,24.29353747,22.46569133,19.42506928,15.61236501,20.14158496,23.35311063,23.57866684,25.67922763,27.86807338,29.68531801,33.58722116,38.05301485,39.70965103,41.36628721,,,,,,,,
India,IND,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,32705.08875,33387.36289,33845.29961,34013.37695,34224.14141,34717.48438,35501.94141,36707.18984,47625.47813,48598.64766,48146.63125,48547.38,48952.68906,50852.99188,56310.10313,51005.39094,47749.10313,14128.505,47484.76016,49286.69719,-91331.625,-89508.07031,-102978.8203,-109477.9922,-119752.8828,-125335.2578,-135534,-132500.3359,-128027.1719,-134053.7188,-116691.1563,-120522.7266,-121031.4766,-126567.2813,-114430.7031,-116803.8906,-135049.1953,-97510.39063,-105233.2031,-161638.9063,-166579.0938,-185113.8906,-165148.3906,-176528.2031,-176513.4219,-254017.2031,-333368.1094,,,,
India,IND,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0774977,199.0565922,195.6061303,191.2044659,186.1502877,182.9845037,175.3467999,175.2075116,168.9635262,164.1784855,161.8277204,156.5933131,155.3636918,147.4912039,143.9327924,138.5899217,134.9910217,132.4701046,134.8245013,137.6585378,132.6224592,131.3657063,130.72943,125.721947,124.4123467,,,,,,
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,49.09164859,52.0151455,49.39282378,53.51861029,51.33486954,54.14840768,52.99409672,48.32060583,49.87635281,51.04435715,53.45953299,56.81924202,57.27730429,58.1204438,62.35772707,63.68650445,68.86419152,67.40176817,68.05104886,65.46363226,67.06780765,68.03823466,70.053347,67.70731782,69.93626965,70.47678379,68.93212716,66.79569867,66.95787603,68.49942425,69.41705728,69.89346472,67.83142323,67.69168015,66.85963647,66.68824892,65.48205784,68.44469591,66.96802144,67.17829809,66.75997826,71.63605506,72.52273811,74.49218587,75.30939896,,,,,
India,IND,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,14.15634512,16.11970598,15.97893988,7.747699125,7.310161703,7.235585727,10.02518581,8.96106505,6.814126996,6.943938446,5.97456476,4.746871726,5.210486159,3.853728289,4.231341654,3.735229364,2.806779533,6.597700814,5.566465963,3.466432552,4.859122666,3.376205431,3.441896598,2.711830768,2.65036361,2.194748726,1.916584126,2.291941431,2.102773673,0.761528115,0.725231265,1.506981934,0.968753887,0.7159848,0.97393368,1.086354911,1.023761058,1.237983429,0.569213766,0.795101639,0.991145294,0.997651756,0.764434451,0.772490281,0.5815358,,
India,IND,"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"PPG, commercial banks (NFL, current US$)",DT.NFL.PCBK.CD,,,,,,,,,,,-6782000,3474000,-15467000,-23434000,-8886000,-2942000,-2623000,90330000,22944000,33377000,605683000,470932000,711451000,1100954000,1124708000,1539375000,2093908000,2639349000,2928292000,2419287000,1733834000,211761000,1708285000,883935000,-178414000,-86923000,216043000,-260106000,92433000,-130724000,-1869480000,-1072445000,725129000,-552994000,-351026000,-90097000,1605764000,2712466000,483850000,872366000,3070691000,2293256000,2265575000,5527288000,4350538000,1210636000,-4604093000,-3708107000,2726690000,552921000,-813103000
